ID,Start Date,End Date,Category,Currency,Goal,Status
2260,4/15/2014,5/25/2014,Film & Video,USD,13000,Success
2261,3/1/2014,4/10/2014,Film & Video,CAD,50000,Success
2262,27-Oct-17,,Community & Volunteer,Canadian Dollar,3000,Failed
2263,3/3/2014,4/2/2014,Games,USD,75000,Failed
2264,12/17/2013,1/16/2014,Music,USD,4000,Success
2265,5/14/2014,6/13/2014,Music,USD,1450,Failed
2266,2/19/2014,3/17/2014,Technology,USD,10000,Success
2267,1/20/2014,2/24/2014,Fashion,USD,3000,Success
2268,13-Oct-12,,Veterans & Heroes,U.S. Dollar,10000,Failed
2269,1/15/2014,2/12/2014,Theater,USD,900,Failed
2270,4/19/2014,5/24/2014,Publishing,USD,5000,Success
2271,2/4/2014,2/24/2014,Music,USD,7000,Success
2272,5-May-16,,Legal,U.S. Dollar,5000,Failed
2273,5/19/2014,6/20/2014,Film & Video,USD,12000,Failed
2274,30-Sep-17,,Business,U.S. Dollar,10000,Failed
2275,3/10/2014,4/9/2014,Arts & Creative,GBP,3000,Success
2276,2/11/2014,3/21/2014,Fashion,GBP,20000,Success
2277,4/9/2014,5/5/2014,Food,GBP,400,Success
2278,4/18/2014,6/2/2014,Fashion,GBP,25000,Failed
2279,1/1/2014,1/31/2014,Music,USD,1700000,Failed
2280,20-Feb-16,,Family & Kids,Pound Sterling,1000,Success
2281,3/3/2014,4/2/2014,Film & Video,GBP,500,Success
2282,4/15/2014,4/30/2014,Music,USD,2500,Success
2283,5-Jul-13,,Memorials & Funerals,Pound Sterling,14100,Failed
2284,5/12/2014,6/12/2014,Film & Video,USD,4000,Failed
2285,4/29/2014,6/8/2014,Film & Video,USD,800,Failed
2286,12-Mar-16,,Arts & Creative,Canadian Dollar,10000,Failed
2287,4/21/2014,5/11/2014,Film & Video,USD,1500,Success
2288,4/23/2014,5/23/2014,Photography,USD,54000,Success
2289,12/31/2013,2/9/2014,Music,USD,1800,Success
2290,26-Oct-15,,Memorials & Funerals,Canadian Dollar,25000,Failed
2291,3/31/2014,5/15/2014,Fashion,USD,18000,Failed
2292,27-Feb-13,,Alumni & Clubs,U.S. Dollar,1000,Failed
2293,12/26/2013,1/25/2014,Film & Video,GBP,7000,Success
2294,3/7/2014,5/1/2014,Music,USD,2000,Failed
2295,4/3/2014,5/3/2014,Film & Video,USD,5000,Failed
2296,2/7/2014,3/9/2014,Design,USD,25000,Failed
2297,2/12/2014,3/9/2014,Film & Video,USD,10000,Success
2298,2/13/2014,3/15/2014,Film & Video,GBP,5000,Success
2299,27-Jul-14,,Veterans & Heroes,U.S. Dollar,10000,Success
2300,3-Oct-16,,Arts & Creative,U.S. Dollar,100,Success
2301,3/16/2014,4/11/2014,Film & Video,USD,7500,Success
2302,4/21/2014,5/21/2014,Publishing,AUD,16000,Failed
2303,3/12/2014,4/11/2014,Arts & Creative,USD,6500,Success
2304,12/27/2013,1/31/2014,Technology,USD,35000,Failed
2305,12/27/2013,1/26/2014,Design,USD,10000,Failed
2306,4/29/2014,6/18/2014,Publishing,USD,5000,Success
2307,3/19/2014,4/9/2014,Food,USD,1777,Success
2308,1/6/2014,1/27/2014,Design,USD,5000,Failed
2309,3/1/2014,4/15/2014,Food,USD,20000,Failed
2310,20-Jul-16,,Arts & Creative,Canadian Dollar,10000,Failed
2311,29-Apr-18,,Animals & Humane,U.S. Dollar,309,Success
2312,5/19/2014,6/10/2014,Publishing,USD,500,Failed
2313,1/14/2014,2/13/2014,Film & Video,USD,20000,Success
2314,5/17/2014,6/11/2014,Arts & Creative,USD,4200,Success
2315,30-Oct-17,,"Health, Illness or Medical",U.S. Dollar,349,Failed
2316,1/23/2014,2/21/2014,Film & Video,CAD,30000,Failed
2317,1/20/2014,2/19/2014,Games,USD,8000,Success
2318,3-May-17,,Animals & Humane,U.S. Dollar,5000,Failed
2319,2/20/2014,3/22/2014,Photography,USD,2500,Failed
2320,8-Jun-16,,Education & Schools,Israeli New Sheqel,8000,Failed
2321,3/31/2014,4/18/2014,Publishing,USD,4500,Failed
2322,5/7/2014,6/6/2014,Arts & Creative,USD,3000,Success
2323,1/22/2014,6/7/2014,Arts & Creative,GBP,200,Success
2324,4-Mar-16,,Sports & Competitions,Pound Sterling,5000,Failed
2325,4/17/2014,5/31/2014,Fashion,USD,3000,Success
2326,22-Feb-16,,Travel,U.S. Dollar,6500,Success
2327,19-Jul-12,,Alumni & Clubs,U.S. Dollar,1000,Success
2328,4/23/2014,5/23/2014,Arts & Creative,USD,750,Success
2329,5/16/2014,6/15/2014,Technology,CAD,120000,Failed
2330,2/18/2014,3/20/2014,Arts & Creative,USD,500,Failed
2331,4-Feb-15,,Celebrations and Weddings,U.S. Dollar,2000,Failed
2332,1/8/2014,2/7/2014,Publishing,USD,8500,Success
2333,3-Apr-16,,Arts & Creative,U.S. Dollar,500,Success
2334,5/27/2014,6/21/2014,Film & Video,USD,3500,Success
2335,30-May-18,,Sports & Competitions,U.S. Dollar,10000,Failed
2336,3/12/2014,4/11/2014,Publishing,AUD,8000,Failed
2337,2/10/2014,4/11/2014,Film & Video,USD,96000,Failed
2338,3/11/2014,3/31/2014,Film & Video,USD,3000,Success
2339,1/2/2014,1/28/2014,Music,USD,1500,Success
2340,25-Nov-15,,Memorials & Funerals,U.S. Dollar,5000,Failed
2341,3/25/2014,4/24/2014,Arts & Creative,USD,1500,Failed
2342,2/27/2014,4/28/2014,Film & Video,GBP,900,Success
2343,1/28/2014,3/29/2014,Theater,GBP,1000,Success
2344,13-Apr-18,"Dec 18, 2018

					,

				",Family & Kids,Euro,55000,Failed
2345,5/19/2014,6/10/2014,Design,USD,12500,Success
2346,17-Oct-17,,Animals & Humane,U.S. Dollar,200,Success
2347,12/30/2013,1/19/2014,Film & Video,USD,1500,Success
2348,3/28/2014,4/27/2014,Arts & Creative,USD,6000,Failed
2349,3/31/2014,4/30/2014,Music,USD,7500,Success
2350,2/25/2014,4/11/2014,Theater,USD,20000,Success
2351,13-Apr-18,,Community & Volunteer,Canadian Dollar,4500,Failed
2352,4/10/2014,6/9/2014,Arts & Creative,USD,2000,Failed
2353,11-Nov-16,,Legal,U.S. Dollar,3000,Failed
2354,1/31/2014,3/2/2014,Publishing,GBP,2000,Success
2355,4/10/2014,5/10/2014,Fashion,USD,6000,Failed
2356,2-Sep-15,,Faith & Religion,Pound Sterling,3000,Failed
2357,3/21/2014,4/20/2014,Publishing,USD,7300,Failed
2358,1/15/2014,2/14/2014,Arts & Creative,USD,400,Failed
2359,3/5/2014,4/5/2014,Arts & Creative,USD,500,Failed
2360,12/19/2013,1/18/2014,Arts & Creative,USD,2400,Success
2361,4/10/2014,6/9/2014,Technology,USD,45000,Success
2362,3/21/2014,4/20/2014,Film & Video,CAD,12500,Failed
2363,1/16/2014,3/25/2014,Film & Video,USD,5000,Failed
2364,3/13/2014,4/14/2014,Photography,USD,26000,Success
2365,1/6/2014,2/5/2014,Food,USD,10000,Failed
2366,1/30/2014,3/1/2014,Publishing,USD,20000,Failed
2367,4/8/2014,5/8/2014,Fashion,USD,4500,Failed
2368,27-Jun-16,,Memorials & Funerals,U.S. Dollar,1300,Failed
2369,2/5/2014,2/25/2014,Fashion,GBP,5000,Success
2370,1/25/2014,2/25/2014,Technology,USD,5000,Failed
2371,22-Sep-13,,Veterans & Heroes,U.S. Dollar,1800,Failed
2372,2/11/2014,3/13/2014,Film & Video,USD,2000,Success
2373,5/14/2014,6/13/2014,Technology,USD,200000,Success
2374,17-May-16,,Family & Kids,U.S. Dollar,5000,Failed
2375,4/17/2014,5/17/2014,Food,USD,15000,Failed
2376,2/4/2014,3/6/2014,Music,USD,6000,Success
2377,16-Jul-15,,Faith & Religion,U.S. Dollar,5000,Failed
2378,3/14/2014,5/13/2014,Music,USD,800,Success
2379,5/1/2014,5/31/2014,Food,EUR,20000,Failed
2380,4/23/2014,5/23/2014,Music,USD,500,Success
2381,1/2/2014,2/16/2014,Technology,USD,125000,Success
2382,4/18/2014,5/18/2014,Publishing,USD,10000,Success
2383,3/12/2014,4/11/2014,Arts & Creative,USD,4000,Failed
2384,2/25/2014,3/27/2014,Food,USD,15000,Failed
2385,3/18/2014,4/17/2014,Film & Video,CAD,7000,Failed
2386,1/27/2014,3/3/2014,Games,USD,10000,Success
2387,3/19/2014,4/18/2014,Theater,USD,3140,Success
2388,1/22/2014,2/22/2014,Games,USD,40000,Success
2389,1/10/2014,2/10/2014,Design,USD,15000,Success
2390,3/16/2014,4/15/2014,Photography,NZD,10000,Failed
2391,12-Jun-14,,Celebrations and Weddings,U.S. Dollar,900,Failed
2392,23-Jan-14,,Accidents & Disasters,U.S. Dollar,2500,Failed
2393,1/29/2014,3/10/2014,Film & Video,USD,3500,Success
2394,12/30/2013,1/29/2014,Fashion,USD,20000,Failed
2395,4/9/2014,5/9/2014,Music,GBP,1500,Success
2396,4/19/2014,5/5/2014,Dance,USD,1500,Success
2397,13-Aug-18,"Sep 16, 2018

					,

				",Non-profits & Charity,U.S. Dollar,1000,Failed
2398,2/23/2014,4/4/2014,Design,USD,100000,Failed
2399,5/15/2014,6/15/2014,Film & Video,USD,20000,Failed
2400,3/13/2014,4/12/2014,Arts & Creative,USD,18000,Success
2401,3/31/2014,4/30/2014,Film & Video,AUD,200,Failed
2402,12/17/2013,1/16/2014,Food,USD,5000,Failed
2403,3/24/2014,5/3/2014,Arts & Creative,USD,60000,Success
2404,29-Aug-16,,Business,U.S. Dollar,10000,Failed
2405,2/25/2014,4/11/2014,Games,USD,25000,Failed
2406,30-Sep-14,,Politics,U.S. Dollar,3700,Failed
2407,12/30/2013,2/2/2014,Film & Video,USD,2500,Failed
2408,4/4/2014,5/4/2014,Film & Video,USD,200000,Failed
2409,30-May-13,,Travel,U.S. Dollar,4000,Failed
2410,1/1/2014,1/31/2014,Photography,AUD,8000,Success
2411,5/19/2014,6/17/2014,Photography,USD,500,Failed
2412,1/13/2014,2/18/2014,Publishing,USD,16000,Failed
2413,4/29/2014,5/31/2014,Fashion,USD,18000,Failed
2414,17-Apr-16,,Faith & Religion,U.S. Dollar,5000,Success
2415,2/13/2014,3/30/2014,Music,USD,3000,Success
2416,4-Apr-16,,Business,U.S. Dollar,12000,Failed
2417,12/19/2013,1/18/2014,Music,CAD,7500,Failed
2418,26-Apr-18,,Business,Canadian Dollar,10000,Success
2419,5/1/2014,6/1/2014,Publishing,USD,2500,Success
2420,2/18/2014,3/20/2014,Fashion,GBP,1600,Failed
2421,1/31/2014,3/7/2014,Music,USD,20000,Failed
2422,28-Jul-12,,Alumni & Clubs,U.S. Dollar,3900,Failed
2423,20-Apr-17,,Education & Schools,U.S. Dollar,10000,Failed
2424,15-Sep-16,,Legal,U.S. Dollar,10000,Failed
2425,3/5/2014,4/4/2014,Photography,USD,2500,Failed
2426,16-Feb-16,,Business,U.S. Dollar,25000,Failed
2427,4/30/2014,6/14/2014,Food,USD,55000,Failed
2428,23-Aug-16,,Accidents & Disasters,U.S. Dollar,2800,Failed
2429,2/22/2014,3/31/2014,Publishing,GBP,21000,Failed
2430,8-Jan-13,,Veterans & Heroes,U.S. Dollar,25000,Failed
2431,1/3/2014,1/20/2014,Design,USD,7500,Failed
2432,12-Nov-14,,Travel,U.S. Dollar,3500,Failed
2433,2/18/2014,3/18/2014,Design,AUD,4450,Success
2434,2/7/2014,3/14/2014,Music,USD,9000,Success
2435,11-Dec-15,,Legal,U.S. Dollar,30000,Failed
2436,1/30/2014,3/16/2014,Technology,CAD,40000,Failed
2437,11-May-13,,Travel,U.S. Dollar,1300,Success
2438,4/14/2014,5/28/2014,Crafts,CAD,200,Success
2439,3/6/2014,4/5/2014,Food,GBP,10000,Failed
2440,1/23/2014,2/25/2014,Film & Video,USD,50000,Success
2441,4/1/2014,5/1/2014,Music,USD,1500,Success
2442,12/27/2013,1/26/2014,Film & Video,GBP,400,Failed
2443,4/14/2014,5/14/2014,Music,USD,750,Success
2444,13-Aug-18,"Sep 14, 2018

					,

				",Arts & Creative,U.S. Dollar,2300,Failed
2445,3/14/2014,4/13/2014,Fashion,USD,900,Failed
2446,2/26/2014,4/27/2014,Film & Video,USD,10000,Failed
2447,3/4/2014,4/3/2014,Film & Video,USD,79987,Failed
2448,5/22/2014,6/21/2014,Design,GBP,60000,Failed
2449,3/28/2014,4/27/2014,Music,USD,8000,Success
2450,4/4/2014,6/3/2014,Music,USD,10000,Failed
2451,4/28/2014,5/10/2014,Film & Video,USD,7500,Failed
2452,2/25/2014,4/26/2014,Food,USD,7000,Failed
2453,3/3/2014,4/2/2014,Photography,USD,4000,Success
2454,2/28/2014,3/29/2014,Arts & Creative,USD,500,Failed
2455,4/2/2014,5/2/2014,Games,GBP,10000,Failed
2456,1/30/2014,3/1/2014,Technology,USD,85000,Failed
2457,5/8/2014,6/10/2014,Film & Video,GBP,6000,Success
2458,2/11/2014,3/28/2014,Fashion,USD,25000,Success
2459,1/4/2014,2/3/2014,Music,USD,50000,Failed
2460,3/21/2014,4/20/2014,Arts & Creative,USD,4100,Success
2461,1/11/2014,2/20/2014,Technology,USD,30000,Failed
2462,6/11/2014,6/12/2014,Film & Video,USD,7000,Failed
2463,2/11/2014,3/8/2014,Music,USD,600,Failed
2464,1/7/2014,2/6/2014,Arts & Creative,USD,500,Success
2465,27-Mar-18,,Community & Volunteer,U.S. Dollar,6000,Success
2466,2/25/2014,3/27/2014,Photography,CAD,12500,Failed
2467,5/9/2014,6/16/2014,Music,USD,7500,Failed
2468,3/12/2014,4/1/2014,Film & Video,USD,3500,Success
2469,16-Oct-17,,Education & Schools,U.S. Dollar,1300,Success
2470,12/31/2013,1/20/2014,Games,GBP,3000,Failed
2471,4/14/2014,5/16/2014,Arts & Creative,USD,10000,Failed
2472,4-Oct-13,,Politics,Canadian Dollar,5000,Failed
2473,3/31/2014,4/30/2014,Design,USD,10000,Failed
2474,2/23/2014,4/24/2014,Arts & Creative,USD,60000,Failed
2475,2/15/2014,2/25/2014,Music,USD,5000,Success
2476,2-Mar-18,,Politics,U.S. Dollar,1500,Success
2477,3/17/2014,5/16/2014,Film & Video,USD,10000,Success
2478,4/8/2014,6/6/2014,Technology,USD,10000,Failed
2479,3/25/2014,5/9/2014,Design,USD,15000,Failed
2480,25-Jul-18,,"Health, Illness or Medical",U.S. Dollar,53000,Failed
2481,1/8/2014,2/14/2014,Fashion,USD,2500,Failed
2482,4/20/2014,5/20/2014,Film & Video,USD,5000,Success
2483,4/7/2014,5/15/2014,Fashion,USD,35000,Success
2484,1/21/2014,3/2/2014,Games,USD,100000,Failed
2485,6/12/2014,6/24/2014,Arts & Creative,USD,1500,Failed
2486,12/23/2013,1/13/2014,Publishing,GBP,500,Success
2487,2/10/2014,3/28/2014,Publishing,USD,5000,Success
2488,1/29/2014,2/28/2014,Music,USD,600,Failed
2489,3/18/2014,4/1/2014,Film & Video,USD,2000,Success
2490,4/3/2014,5/4/2014,Technology,GBP,36000,Success
2491,1/10/2014,2/9/2014,Publishing,USD,8000,Failed
2492,3/11/2014,4/5/2014,Fashion,CAD,2000,Success
2493,1/10/2014,2/9/2014,Music,USD,5000,Success
2494,4/14/2014,4/28/2014,Dance,USD,2500,Failed
2495,6/2/2014,6/23/2014,Arts & Creative,USD,3000,Success
2496,21-Mar-16,,Business,U.S. Dollar,400,Success
2497,3/10/2014,4/7/2014,Film & Video,GBP,250,Success
2498,4/5/2014,5/5/2014,Music,AUD,2500,Success
2499,1/15/2014,2/18/2014,Arts & Creative,USD,3500,Success
2500,1/13/2014,2/15/2014,Film & Video,USD,3500,Success
2501,2/26/2014,3/28/2014,Film & Video,USD,5000,Failed
2502,5/15/2014,6/15/2014,Film & Video,USD,4500,Failed
2503,27-Jan-16,,Sports & Competitions,U.S. Dollar,2500,Failed
2504,5/29/2014,6/23/2014,Film & Video,USD,1000,Success
2505,4/1/2014,5/1/2014,Publishing,USD,10000,Failed
2506,5/6/2014,6/8/2014,Publishing,USD,9000,Failed
2507,1/22/2014,2/21/2014,Film & Video,USD,2000,Success
2508,1/2/2014,2/1/2014,Food,USD,50000,Failed
2509,5/19/2014,6/18/2014,Games,CAD,10000,Failed
2510,12/27/2013,2/25/2014,Film & Video,GBP,500,Success
2511,1/23/2014,2/22/2014,Fashion,GBP,3500,Failed
2512,5/6/2014,6/1/2014,Design,USD,6000,Success
2513,2/10/2014,2/25/2014,Film & Video,GBP,500,Success
2514,5/5/2014,6/4/2014,Publishing,USD,7500,Failed
2515,1/17/2014,2/16/2014,Publishing,USD,3250,Failed
2516,4/18/2014,5/18/2014,Film & Video,USD,25000,Failed
2517,1/2/2014,2/1/2014,Publishing,USD,5000,Failed
2518,1/3/2014,2/5/2014,Fashion,USD,69000,Failed
2519,3/19/2014,5/3/2014,Publishing,USD,5000,Failed
2520,1/29/2014,3/30/2014,Film & Video,CAD,22500,Failed
2521,1/27/2014,2/26/2014,Music,CAD,20000,Success
2522,4/30/2014,5/30/2014,Music,AUD,5000,Failed
2523,7-Aug-18,"Sep 7, 2018

					,

				",Non-profits & Charity,U.S. Dollar,10000,Failed
2524,5/14/2014,6/16/2014,Fashion,USD,4500,Success
2525,1/6/2014,2/10/2014,Design,CAD,6000,Failed
2526,4/18/2014,5/18/2014,Film & Video,USD,5500,Success
2527,1/23/2014,2/22/2014,Technology,GBP,1999,Success
2528,13-Sep-13,,Veterans & Heroes,U.S. Dollar,2500,Failed
2529,1/9/2014,2/23/2014,Arts & Creative,USD,20000,Failed
2530,25-Oct-17,,Community & Volunteer,U.S. Dollar,50000,Failed
2531,3/10/2014,4/9/2014,Publishing,USD,800,Success
2532,15-Nov-17,,Animals & Humane,Canadian Dollar,10000,Failed
2533,3/11/2014,3/31/2014,Theater,USD,3500,Success
2534,3/19/2014,4/18/2014,Games,USD,1000,Success
2535,1/27/2014,2/26/2014,Fashion,GBP,1150,Failed
2536,25-May-18,,Animals & Humane,Euro,852,Success
2537,1/7/2014,2/3/2014,Film & Video,USD,6000,Success
2538,1/4/2014,2/13/2014,Design,USD,20000,Success
2539,2/2/2014,3/4/2014,Music,USD,3000,Success
2540,1/29/2014,2/28/2014,Publishing,CAD,2500,Failed
2541,5/25/2014,6/22/2014,Music,USD,5000,Success
2542,1/13/2014,2/23/2014,Theater,USD,2500,Success
2543,2/16/2014,3/18/2014,Games,GBP,50000,Failed
2544,5/21/2014,6/19/2014,Design,USD,999,Success
2545,5/5/2014,5/26/2014,Publishing,USD,18914,Failed
2546,20-Nov-17,,"Health, Illness or Medical",U.S. Dollar,30000,Failed
2547,4/11/2014,5/5/2014,Design,GBP,2000,Success
2548,28-Sep-15,,"Health, Illness or Medical",Pound Sterling,10000,Failed
2549,17-Oct-14,,Politics,Canadian Dollar,8000,Failed
2550,2/7/2014,2/21/2014,Music,USD,10000,Success
2551,5/21/2014,6/10/2014,Design,CAD,12000,Failed
2552,6-May-14,,Alumni & Clubs,U.S. Dollar,2000,Failed
2553,30-Jun-17,,Animals & Humane,U.S. Dollar,900,Failed
2554,3/28/2014,5/12/2014,Technology,USD,1500,Success
2555,30-Jan-13,,Veterans & Heroes,U.S. Dollar,2500,Failed
2556,4/7/2014,4/26/2014,Technology,USD,500,Success
2557,3/27/2014,4/26/2014,Fashion,USD,2000,Failed
2558,3/28/2014,4/27/2014,Technology,GBP,6000,Failed
2559,5/2/2014,6/1/2014,Film & Video,USD,17000,Failed
2560,2/27/2014,3/29/2014,Music,USD,15000,Failed
2561,2/11/2014,3/15/2014,Theater,GBP,1000,Success
2562,3/13/2014,4/11/2014,Film & Video,CAD,3000,Success
2563,2/7/2014,3/28/2014,Film & Video,GBP,5000,Failed
2564,24-Mar-16,,Legal,U.S. Dollar,60000,Failed
2565,3/11/2014,4/21/2014,Music,USD,10000,Success
2566,5/5/2014,6/4/2014,Arts & Creative,AUD,1850,Failed
2567,23-Jan-17,,Education & Schools,U.S. Dollar,6000,Success
2568,17-May-17,,Animals & Humane,U.S. Dollar,2500,Failed
2569,4-Nov-15,,Sports & Competitions,U.S. Dollar,2000,Failed
2570,8-Nov-16,,Arts & Creative,Canadian Dollar,5000,Failed
2571,1/13/2014,2/2/2014,Photography,USD,7500,Success
2572,12/17/2013,2/15/2014,Music,USD,17800,Failed
2573,22-Jun-16,,Family & Kids,Canadian Dollar,10000,Failed
2574,3/12/2014,4/12/2014,Arts & Creative,USD,4000,Success
2575,3/10/2014,4/14/2014,Technology,GBP,20000,Success
2576,3/8/2014,4/7/2014,Music,USD,1000,Failed
2577,12/30/2013,1/29/2014,Publishing,USD,7500,Failed
2578,3/8/2014,4/7/2014,Food,USD,10000,Failed
2579,4/30/2014,5/30/2014,Technology,USD,160,Success
2580,31-Jan-18,,Arts & Creative,Canadian Dollar,10000,Failed
2581,1/31/2014,3/2/2014,Food,USD,10000,Failed
2582,4/30/2014,5/16/2014,Film & Video,USD,5150,Failed
2583,1/1/2014,1/31/2014,Technology,USD,10975,Failed
2584,3/11/2014,4/10/2014,Publishing,USD,2600,Failed
2585,1/17/2014,2/16/2014,Arts & Creative,USD,1200,Success
2586,4/21/2014,5/18/2014,Film & Video,USD,2500,Success
2587,3/14/2014,4/11/2014,Film & Video,USD,3581,Success
2588,3/7/2014,4/2/2014,Film & Video,USD,33000,Success
2589,1/12/2014,2/10/2014,Music,USD,3500,Success
2590,2/5/2014,3/7/2014,Games,USD,36000,Failed
2591,4/2/2014,5/2/2014,Design,USD,15000,Failed
2592,4/28/2014,5/5/2014,Food,CAD,1000,Failed
2593,2/4/2014,3/6/2014,Design,USD,300,Success
2594,12/24/2013,1/23/2014,Food,USD,7000,Failed
2595,4/2/2014,5/2/2014,Publishing,USD,1475,Success
2596,2/26/2014,3/4/2014,Film & Video,USD,1500,Success
2597,2/24/2014,4/8/2014,Film & Video,GBP,1000,Success
2598,1/17/2014,2/16/2014,Music,USD,5000,Success
2599,1/13/2014,2/22/2014,Music,USD,4000,Success
2600,8-Sep-16,,Community & Volunteer,U.S. Dollar,27000,Failed
2601,3/11/2014,3/25/2014,Arts & Creative,USD,2000,Success
2602,4/1/2014,5/3/2014,Technology,USD,8000,Success
2603,1/15/2014,2/14/2014,Arts & Creative,USD,3500,Success
2604,2/13/2014,4/13/2014,Arts & Creative,USD,2500,Success
2605,4/28/2014,5/28/2014,Fashion,EUR,20000,Success
2606,3/21/2014,5/20/2014,Music,USD,3500,Success
2607,5/14/2014,3/13/2014,Fashion,USD,500,Success
2608,5/20/2014,6/24/2014,Arts & Creative,USD,1500,Failed
2609,4/23/2014,6/1/2014,Music,USD,27000,Success
2610,4/4/2014,4/29/2014,Food,USD,6500,Success
2611,2/18/2014,3/20/2014,Arts & Creative,CAD,9000,Failed
2612,27-Feb-13,,Veterans & Heroes,U.S. Dollar,5000,Failed
2613,10-Nov-17,,Community & Volunteer,U.S. Dollar,540,Failed
2614,17-Jun-14,,Politics,Pound Sterling,300,Failed
2615,1/20/2014,2/10/2014,Film & Video,AUD,3500,Failed
2616,1/25/2014,2/24/2014,Design,USD,10000,Failed
2617,23-Jun-15,,Business,Canadian Dollar,2500,Failed
2618,13-Apr-16,,Sports & Competitions,Euro,5500,Failed
2619,12/28/2013,1/27/2014,Publishing,USD,5000,Success
2620,4/10/2014,4/30/2014,Publishing,USD,9500,Failed
2621,3/17/2014,4/16/2014,Film & Video,CAD,4000,Success
2622,2/21/2014,3/10/2014,Film & Video,USD,18000,Failed
2623,5/2/2014,5/22/2014,Arts & Creative,USD,3500,Success
2624,4/1/2014,5/14/2014,Arts & Creative,USD,1700,Failed
2625,23-Jul-18,,Education & Schools,Canadian Dollar,7000,Success
2626,1/8/2014,2/7/2014,Music,GBP,5000,Failed
2627,1/15/2014,2/14/2014,Fashion,USD,30000,Success
2628,30-Jul-15,,Accidents & Disasters,Australian Dollar,50000,Failed
2629,12/25/2013,2/4/2014,Design,USD,20000,Success
2630,5/23/2014,6/24/2014,Music,GBP,3000,Failed
2631,1/4/2014,2/3/2014,Fashion,USD,4000,Failed
2632,2/5/2014,3/30/2014,Design,USD,10000,Success
2633,1/22/2014,2/21/2014,Publishing,USD,3000,Failed
2634,1/3/2014,2/16/2014,Design,CAD,2500,Failed
2635,15-Oct-14,,Celebrations and Weddings,U.S. Dollar,1000,Failed
2636,19-Aug-16,,Community & Volunteer,U.S. Dollar,10000,Failed
2637,5/7/2014,6/7/2014,Technology,GBP,2000,Failed
2638,3/19/2014,4/18/2014,Fashion,USD,6000,Failed
2639,1/21/2014,3/10/2014,Technology,GBP,149500,Failed
2640,3/6/2014,5/5/2014,Music,GBP,30000,Failed
2641,3/5/2014,4/4/2014,Arts & Creative,USD,30000,Failed
2642,2/14/2014,3/16/2014,Music,USD,5555,Success
2643,4/9/2014,5/9/2014,Fashion,USD,3000,Failed
2644,3/18/2014,5/1/2014,Food,USD,15000,Success
2645,1/18/2014,2/17/2014,Arts & Creative,USD,25000,Failed
2646,10-Oct-15,,Family & Kids,U.S. Dollar,4000,Success
2647,3/15/2014,5/14/2014,Film & Video,USD,65000,Failed
2648,1/6/2014,2/5/2014,Design,USD,6000,Failed
2649,3/5/2014,4/3/2014,Music,USD,6000,Success
2650,3/7/2014,4/7/2014,Music,GBP,1895,Success
2651,3/19/2014,5/5/2014,Theater,USD,10000,Success
2652,2/13/2014,3/18/2014,Arts & Creative,GBP,900,Success
2653,2/13/2014,3/15/2014,Games,GBP,375,Success
2654,4/9/2014,5/24/2014,Arts & Creative,USD,14700,Failed
2655,2/9/2014,3/11/2014,Publishing,GBP,5000,Failed
2656,10-Jun-17,,Animals & Humane,U.S. Dollar,600,Failed
2657,1/2/2014,2/16/2014,Film & Video,USD,7500,Success
2658,2/5/2014,3/15/2014,Music,USD,4000,Success
2659,5/5/2014,6/4/2014,Design,USD,5000,Failed
2660,14-Sep-14,,Veterans & Heroes,U.S. Dollar,500,Success
2661,3/17/2014,4/16/2014,Games,USD,15000,Success
2662,1/3/2014,1/30/2014,Dance,USD,3500,Success
2663,1/15/2014,2/21/2014,Arts & Creative,USD,1500,Success
